Observation id,Observation date,Description,Observation duration,Observation type,Source,Time offset (s),Media duration (s),FPS,Subject,Behavior,Behavioral category,Modifier #1,Behavior type,Time,Media file name,Image index,Image file path,Comment
20220918_ImpossibleTask_Twiggy_MergedCam,2024-11-16 07:52:03.724,,1291.483,Media file(s),player #1:C:/Users/gogue/Desktop/Dog_Coding/Twiggy/20220918_ImpossibleTask_Twiggy_Camera2.mp4,0.0,1983.950,20.000,,Start,,T1,POINT,67.467,C:/Users/gogue/Desktop/Dog_Coding/Twiggy/20220918_ImpossibleTask_Twiggy_Camera2.mp4,2024,NA,
20220918_ImpossibleTask_Twiggy_MergedCam,2024-11-16 07:52:03.724,,1291.483,Media file(s),player #1:C:/Users/gogue/Desktop/Dog_Coding/Twiggy/20220918_ImpossibleTask_Twiggy_Camera2.mp4,0.0,1983.950,20.000,,interacting with tupperware,,,START,67.700,C:/Users/gogue/Desktop/Dog_Coding/Twiggy/20220918_ImpossibleTask_Twiggy_Camera2.mp4,2031,NA,
20220918_ImpossibleTask_Twiggy_MergedCam,2024-11-16 07:52:03.724,,1291.483,Media file(s),player #1:C:/Users/gogue/Desktop/Dog_Coding/Twiggy/20220918_ImpossibleTask_Twiggy_Camera2.mp4,0.0,1983.950,20.000,,interacting with tupperware,,,STOP,69.200,C:/Users/gogue/Desktop/Dog_Coding/Twiggy/20220918_ImpossibleTask_Twiggy_Camera2.mp4,2076,NA,
20220918_ImpossibleTask_Twiggy_MergedCam,2024-11-16 07:52:03.724,,1291.483,Media file(s),player #1:C:/Users/gogue/Desktop/Dog_Coding/Twiggy/20220918_ImpossibleTask_Twiggy_Camera2.mp4,0.0,1983.950,20.000,,interacting with tupperware,,,START,69.300,C:/Users/gogue/Desktop/Dog_Coding/Twiggy/20220918_ImpossibleTask_Twiggy_Camera2.mp4,2079,NA,
20220918_ImpossibleTask_Twiggy_MergedCam,2024-11-16 07:52:03.724,,1291.483,Media file(s),player #1:C:/Users/gogue/Desktop/Dog_Coding/Twiggy/20220918_ImpossibleTask_Twiggy_Camera2.mp4,0.0,1983.950,20.000,,interacting with tupperware,,,STOP,69.533,C:/Users/gogue/Desktop/Dog_Coding/Twiggy/20220918_ImpossibleTask_Twiggy_Camera2.mp4,2086,NA,
20220918_ImpossibleTask_Twiggy_MergedCam,2024-11-16 07:52:03.724,,1291.483,Media file(s),player #1:C:/Users/gogue/Desktop/Dog_Coding/Twiggy/20220918_ImpossibleTask_Twiggy_Camera2.mp4,0.0,1983.950,20.000,,alternating gaze,,,POINT,70.533,C:/Users/gogue/Desktop/Dog_Coding/Twiggy/20220918_ImpossibleTask_Twiggy_Camera2.mp4,2116,NA,
20220918_ImpossibleTask_Twiggy_MergedCam,2024-11-16 07:52:03.724,,1291.483,Media file(s),player #1:C:/Users/gogue/Desktop/Dog_Coding/Twiggy/20220918_ImpossibleTask_Twiggy_Camera2.mp4,0.0,1983.950,20.000,,interacting with tupperware,,,START,72.833,C:/Users/gogue/Desktop/Dog_Coding/Twiggy/20220918_ImpossibleTask_Twiggy_Camera2.mp4,2185,NA,
20220918_ImpossibleTask_Twiggy_MergedCam,2024-11-16 07:52:03.724,,1291.483,Media file(s),player #1:C:/Users/gogue/Desktop/Dog_Coding/Twiggy/20220918_ImpossibleTask_Twiggy_Camera2.mp4,0.0,1983.950,20.000,,interacting with tupperware,,,STOP,74.367,C:/Users/gogue/Desktop/Dog_Coding/Twiggy/20220918_ImpossibleTask_Twiggy_Camera2.mp4,2231,NA,
20220918_ImpossibleTask_Twiggy_MergedCam,2024-11-16 07:52:03.724,,1291.483,Media file(s),player #1:C:/Users/gogue/Desktop/Dog_Coding/Twiggy/20220918_ImpossibleTask_Twiggy_Camera2.mp4,0.0,1983.950,20.000,,interacting with tupperware,,,START,75.533,C:/Users/gogue/Desktop/Dog_Coding/Twiggy/20220918_ImpossibleTask_Twiggy_Camera2.mp4,2266,NA,
20220918_ImpossibleTask_Twiggy_MergedCam,2024-11-16 07:52:03.724,,1291.483,Media file(s),player #1:C:/Users/gogue/Desktop/Dog_Coding/Twiggy/20220918_ImpossibleTask_Twiggy_Camera2.mp4,0.0,1983.950,20.000,,interacting with tupperware,,,STOP,81.533,C:/Users/gogue/Desktop/Dog_Coding/Twiggy/20220918_ImpossibleTask_Twiggy_Camera2.mp4,2446,NA,
