Observation id,Observation date,Description,Observation type,Source,Time offset (s),Coding duration,Media duration (s),FPS (frame/s),Subject,Observation duration by subject by observation,Behavior,Behavioral category,Modifier #1,Behavior type,Start (s),Stop (s),Duration (s),Media file name,Image index start,Image index stop,Image file path start,Image file path stop,Comment start,Comment stop
Waffle,2024-12-19 21:49:23.228,,Media file,player #1:VIDEO\Waffle.MOV,0.0,1417.320,1473.312,29.970,No focal subject,240.613,looking at owner,Not defined,,POINT,639.495,639.495,NA,VIDEO\Waffle.MOV,19176,19176,,,,
Waffle,2024-12-19 21:49:23.228,,Media file,player #1:VIDEO\Waffle.MOV,0.0,1417.320,1473.312,29.970,No focal subject,240.613,looking at owner,Not defined,,POINT,643.363,643.363,NA,VIDEO\Waffle.MOV,19293,19293,,,,
Waffle,2024-12-19 21:49:23.228,,Media file,player #1:VIDEO\Waffle.MOV,0.0,1417.320,1473.312,29.970,No focal subject,240.613,End,Not defined,T3,POINT,666.740,666.740,NA,VIDEO\Waffle.MOV,19993,19993,,,,
Waffle,2024-12-19 21:49:23.228,,Media file,player #1:VIDEO\Waffle.MOV,0.0,1417.320,1473.312,29.970,No focal subject,240.613,Start,Not defined,T4,POINT,725.302,725.302,NA,VIDEO\Waffle.MOV,21749,21749,,,,
Waffle,2024-12-19 21:49:23.228,,Media file,player #1:VIDEO\Waffle.MOV,0.0,1417.320,1473.312,29.970,No focal subject,240.613,interacting with tupperware,Not defined,,STATE,725.502,728.402,2.900,VIDEO\Waffle.MOV,21755,21842,,,,
Waffle,2024-12-19 21:49:23.228,,Media file,player #1:VIDEO\Waffle.MOV,0.0,1417.320,1473.312,29.970,No focal subject,240.613,interacting with tupperware,Not defined,,STATE,729.303,730.403,1.100,VIDEO\Waffle.MOV,21869,21902,,,,
Waffle,2024-12-19 21:49:23.228,,Media file,player #1:VIDEO\Waffle.MOV,0.0,1417.320,1473.312,29.970,No focal subject,240.613,interacting with tupperware,Not defined,,STATE,731.970,732.638,0.668,VIDEO\Waffle.MOV,21949,21969,,,,
Waffle,2024-12-19 21:49:23.228,,Media file,player #1:VIDEO\Waffle.MOV,0.0,1417.320,1473.312,29.970,No focal subject,240.613,bark/whine vocalization,Not defined,,POINT,733.172,733.172,NA,VIDEO\Waffle.MOV,21985,21985,,,,
Waffle,2024-12-19 21:49:23.228,,Media file,player #1:VIDEO\Waffle.MOV,0.0,1417.320,1473.312,29.970,No focal subject,240.613,alternating gaze,Not defined,,STATE,734.038,756.015,21.977,VIDEO\Waffle.MOV,22011,22670,,,,
Waffle,2024-12-19 21:49:23.228,,Media file,player #1:VIDEO\Waffle.MOV,0.0,1417.320,1473.312,29.970,No focal subject,240.613,looking at owner,Not defined,,POINT,734.472,734.472,NA,VIDEO\Waffle.MOV,22024,22024,,,,
Waffle,2024-12-19 21:49:23.228,,Media file,player #1:VIDEO\Waffle.MOV,0.0,1417.320,1473.312,29.970,No focal subject,240.613,looking at the tupperware,Not defined,,POINT,738.673,738.673,NA,VIDEO\Waffle.MOV,22150,22150,,,,
Waffle,2024-12-19 21:49:23.228,,Media file,player #1:VIDEO\Waffle.MOV,0.0,1417.320,1473.312,29.970,No focal subject,240.613,bark/whine vocalization,Not defined,,POINT,742.108,742.108,NA,VIDEO\Waffle.MOV,22253,22253,,,,
Waffle,2024-12-19 21:49:23.228,,Media file,player #1:VIDEO\Waffle.MOV,0.0,1417.320,1473.312,29.970,No focal subject,240.613,bark/whine vocalization,Not defined,,POINT,746.143,746.143,NA,VIDEO\Waffle.MOV,22374,22374,,,,
Waffle,2024-12-19 21:49:23.228,,Media file,player #1:VIDEO\Waffle.MOV,0.0,1417.320,1473.312,29.970,No focal subject,240.613,bark/whine vocalization,Not defined,,POINT,748.678,748.678,NA,VIDEO\Waffle.MOV,22450,22450,,,,
Waffle,2024-12-19 21:49:23.228,,Media file,player #1:VIDEO\Waffle.MOV,0.0,1417.320,1473.312,29.970,No focal subject,240.613,looking at owner,Not defined,,POINT,749.178,749.178,NA,VIDEO\Waffle.MOV,22465,22465,,,,
Waffle,2024-12-19 21:49:23.228,,Media file,player #1:VIDEO\Waffle.MOV,0.0,1417.320,1473.312,29.970,No focal subject,240.613,looking at the tupperware,Not defined,,POINT,754.748,754.748,NA,VIDEO\Waffle.MOV,22632,22632,,,,
Waffle,2024-12-19 21:49:23.228,,Media file,player #1:VIDEO\Waffle.MOV,0.0,1417.320,1473.312,29.970,No focal subject,240.613,bark/whine vocalization,Not defined,,POINT,776.425,776.425,NA,VIDEO\Waffle.MOV,23282,23282,,,,
Waffle,2024-12-19 21:49:23.228,,Media file,player #1:VIDEO\Waffle.MOV,0.0,1417.320,1473.312,29.970,No focal subject,240.613,bark/whine vocalization,Not defined,,POINT,785.562,785.562,NA,VIDEO\Waffle.MOV,23556,23556,,,,
Waffle,2024-12-19 21:49:23.228,,Media file,player #1:VIDEO\Waffle.MOV,0.0,1417.320,1473.312,29.970,No focal subject,240.613,looking at owner,Not defined,,POINT,787.463,787.463,NA,VIDEO\Waffle.MOV,23613,23613,,,,
Waffle,2024-12-19 21:49:23.228,,Media file,player #1:VIDEO\Waffle.MOV,0.0,1417.320,1473.312,29.970,No focal subject,240.613,bark/whine vocalization,Not defined,,POINT,894.278,894.278,NA,VIDEO\Waffle.MOV,26816,26816,,,,
Waffle,2024-12-19 21:49:23.228,,Media file,player #1:VIDEO\Waffle.MOV,0.0,1417.320,1473.312,29.970,No focal subject,240.613,End,Not defined,T4,POINT,905.317,905.317,NA,VIDEO\Waffle.MOV,27147,27147,,,,
Waffle,2024-12-19 21:49:23.228,,Media file,player #1:VIDEO\Waffle.MOV,0.0,1417.320,1473.312,29.970,No focal subject,240.613,Start,Not defined,T4,POINT,1014.200,1014.200,NA,VIDEO\Waffle.MOV,30413,30413,,,,
