Observation id,Observation date,Description,Observation type,Source,Time offset (s),Coding duration,Media duration (s),FPS (frame/s),Subject,Observation duration by subject by observation,Behavior,Behavioral category,Modifier #1,Behavior type,Start (s),Stop (s),Duration (s),Media file name,Image index start,Image index stop,Image file path start,Image file path stop,Comment start,Comment stop
Dewey,2024-12-25 19:49:30.019,,Media file,player #1:VIDEO\2022-09-05_ImpossibleTask_Dewey_Camera1.MOV,0.0,1079.657,1156.293,30.000,No focal subject,48.667,Start,Not defined,T1,POINT,49.870,49.870,NA,VIDEO\2022-09-05_ImpossibleTask_Dewey_Camera1.MOV,1496,1496,,,,
Dewey,2024-12-25 19:49:30.019,,Media file,player #1:VIDEO\2022-09-05_ImpossibleTask_Dewey_Camera1.MOV,0.0,1079.657,1156.293,30.000,No focal subject,48.667,interacting with tupperware,Not defined,,STATE,50.137,52.170,2.033,VIDEO\2022-09-05_ImpossibleTask_Dewey_Camera1.MOV,1504,1565,,,,
Dewey,2024-12-25 19:49:30.019,,Media file,player #1:VIDEO\2022-09-05_ImpossibleTask_Dewey_Camera1.MOV,0.0,1079.657,1156.293,30.000,No focal subject,48.667,interacting with tupperware,Not defined,,STATE,55.037,55.570,0.533,VIDEO\2022-09-05_ImpossibleTask_Dewey_Camera1.MOV,1651,1667,,,,
Dewey,2024-12-25 19:49:30.019,,Media file,player #1:VIDEO\2022-09-05_ImpossibleTask_Dewey_Camera1.MOV,0.0,1079.657,1156.293,30.000,No focal subject,48.667,looking at owner,Not defined,,POINT,57.170,57.170,NA,VIDEO\2022-09-05_ImpossibleTask_Dewey_Camera1.MOV,1715,1715,,,,
Dewey,2024-12-25 19:49:30.019,,Media file,player #1:VIDEO\2022-09-05_ImpossibleTask_Dewey_Camera1.MOV,0.0,1079.657,1156.293,30.000,No focal subject,48.667,looking at owner,Not defined,,POINT,78.237,78.237,NA,VIDEO\2022-09-05_ImpossibleTask_Dewey_Camera1.MOV,2348,2348,,,,
Dewey,2024-12-25 19:49:30.019,,Media file,player #1:VIDEO\2022-09-05_ImpossibleTask_Dewey_Camera1.MOV,0.0,1079.657,1156.293,30.000,No focal subject,48.667,looking at owner,Not defined,,POINT,82.438,82.438,NA,VIDEO\2022-09-05_ImpossibleTask_Dewey_Camera1.MOV,2473,2473,,,,
Dewey,2024-12-25 19:49:30.019,,Media file,player #1:VIDEO\2022-09-05_ImpossibleTask_Dewey_Camera1.MOV,0.0,1079.657,1156.293,30.000,No focal subject,48.667,looking at the tupperware,Not defined,,POINT,82.638,82.638,NA,VIDEO\2022-09-05_ImpossibleTask_Dewey_Camera1.MOV,2479,2479,,,,
Dewey,2024-12-25 19:49:30.019,,Media file,player #1:VIDEO\2022-09-05_ImpossibleTask_Dewey_Camera1.MOV,0.0,1079.657,1156.293,30.000,No focal subject,48.667,looking at owner,Not defined,,POINT,84.638,84.638,NA,VIDEO\2022-09-05_ImpossibleTask_Dewey_Camera1.MOV,2539,2539,,,,
Dewey,2024-12-25 19:49:30.019,,Media file,player #1:VIDEO\2022-09-05_ImpossibleTask_Dewey_Camera1.MOV,0.0,1079.657,1156.293,30.000,No focal subject,48.667,looking at owner,Not defined,,POINT,87.038,87.038,NA,VIDEO\2022-09-05_ImpossibleTask_Dewey_Camera1.MOV,2611,2611,,,,
Dewey,2024-12-25 19:49:30.019,,Media file,player #1:VIDEO\2022-09-05_ImpossibleTask_Dewey_Camera1.MOV,0.0,1079.657,1156.293,30.000,No focal subject,48.667,bark/whine vocalization,Not defined,,POINT,97.438,97.438,NA,VIDEO\2022-09-05_ImpossibleTask_Dewey_Camera1.MOV,2923,2923,,,,
Dewey,2024-12-25 19:49:30.019,,Media file,player #1:VIDEO\2022-09-05_ImpossibleTask_Dewey_Camera1.MOV,0.0,1079.657,1156.293,30.000,No focal subject,48.667,nudging/scratching/paw owner,Not defined,,POINT,112.973,112.973,NA,VIDEO\2022-09-05_ImpossibleTask_Dewey_Camera1.MOV,3389,3389,,,,
Dewey,2024-12-25 19:49:30.019,,Media file,player #1:VIDEO\2022-09-05_ImpossibleTask_Dewey_Camera1.MOV,0.0,1079.657,1156.293,30.000,No focal subject,48.667,looking at owner,Not defined,,POINT,114.007,114.007,NA,VIDEO\2022-09-05_ImpossibleTask_Dewey_Camera1.MOV,3420,3420,,,,
Dewey,2024-12-25 19:49:30.019,,Media file,player #1:VIDEO\2022-09-05_ImpossibleTask_Dewey_Camera1.MOV,0.0,1079.657,1156.293,30.000,No focal subject,48.667,looking at owner,Not defined,,POINT,129.740,129.740,NA,VIDEO\2022-09-05_ImpossibleTask_Dewey_Camera1.MOV,3892,3892,,,,
Dewey,2024-12-25 19:49:30.019,,Media file,player #1:VIDEO\2022-09-05_ImpossibleTask_Dewey_Camera1.MOV,0.0,1079.657,1156.293,30.000,No focal subject,48.667,looking at owner,Not defined,,POINT,135.107,135.107,NA,VIDEO\2022-09-05_ImpossibleTask_Dewey_Camera1.MOV,4053,4053,,,,
