Observation id,Behavior,Behavior type,Start (s),Stop (s),coder
Teega,alternating gaze,POINT,1173.012,1173.012,Amanda
Teega,bark/whine vocalization,POINT,1175.213,1175.213,Amanda
Teega,soundboard press,POINT,1177.413,1177.413,Amanda
Teega,alternating gaze,POINT,1180.882,1180.882,Amanda
Teega,bark/whine vocalization,POINT,1181.682,1181.682,Amanda
Teega,soundboard press,POINT,1185.15,1185.15,Amanda
Teega,bark/whine vocalization,POINT,1188.117,1188.117,Amanda
Teega,alternating gaze,POINT,1188.317,1188.317,Amanda
Teega,bark/whine vocalization,POINT,1192.752,1192.752,Amanda
Teega,bark/whine vocalization,POINT,1196.087,1196.087,Amanda
Teega,looking at owner,POINT,1199.388,1199.388,Amanda
Teega,bark/whine vocalization,POINT,1199.755,1199.755,Amanda
Teega,alternating gaze,POINT,1199.988,1199.988,Amanda
Teega,End,POINT,1207.523,1207.523,Amanda
Parker,Start,POINT,464.028,464.028,Amanda
Parker,looking at owner,POINT,480.935,480.935,Amanda
Parker,alternating gaze,POINT,481.168,481.168,Amanda
Parker,interacting with tupperware,STATE,484.47,487.038,Amanda
Parker,alternating gaze,POINT,487.305,487.305,Amanda
Parker,looking at owner,POINT,489.338,489.338,Amanda
Parker,interacting with tupperware,STATE,491.773,494.342,Amanda
Parker,interacting with tupperware,STATE,494.475,494.908,Amanda
Parker,interacting with tupperware,STATE,495.542,495.708,Amanda
Parker,interacting with tupperware,STATE,497.242,497.708,Amanda
Parker,interacting with tupperware,STATE,498.177,498.977,Amanda
Parker,interacting with tupperware,STATE,499.577,500.077,Amanda
Parker,interacting with tupperware,STATE,500.377,500.843,Amanda
Parker,interacting with tupperware,STATE,501.31,501.41,Amanda
Parker,looking at owner,POINT,502.478,502.478,Amanda
Parker,interacting with tupperware,STATE,509.213,512.182,Amanda
Parker,interacting with tupperware,STATE,512.415,513.015,Amanda
Parker,interacting with tupperware,STATE,513.148,513.282,Amanda
Parker,interacting with tupperware,STATE,513.817,514.417,Amanda
Parker,alternating gaze,POINT,514.683,514.683,Amanda
Parker,interacting with tupperware,STATE,515.683,516.85,Amanda
Parker,looking at owner,POINT,519.318,519.318,Amanda
Parker,alternating gaze,POINT,522.087,522.087,Amanda
Parker,interacting with tupperware,STATE,524.687,526.255,Amanda
Parker,interacting with tupperware,STATE,526.755,527.155,Amanda
Parker,interacting with tupperware,STATE,527.455,532.69,Amanda
Parker,looking at owner,POINT,548.597,548.597,Amanda
Parker,looking at owner,POINT,551.698,551.698,Amanda
Parker,alternating gaze,POINT,552.432,552.432,Amanda
Parker,interacting with tupperware,STATE,558.002,564.27,Amanda
Parker,interacting with tupperware,STATE,565.338,566.172,Amanda
Parker,looking at owner,POINT,592.082,592.082,Amanda
Parker,looking at owner,POINT,600.352,600.352,Amanda
Parker,alternating gaze,POINT,600.518,600.518,Amanda
Parker,looking at owner,POINT,622.095,622.095,Amanda
Parker,alternating gaze,POINT,625.063,625.063,Amanda
Parker,soundboard press,POINT,631.565,631.565,Amanda
Parker,soundboard press,POINT,632.733,632.733,Amanda
Parker,soundboard press,POINT,633.233,633.233,Amanda
Parker,soundboard press,POINT,634.5,634.5,Amanda
Parker,looking at owner,POINT,638.468,638.468,Amanda
Parker,End,POINT,644.037,644.037,Amanda
Parker,Start,POINT,721.803,721.803,Amanda
Parker,looking at owner,POINT,721.837,721.837,Amanda
Parker,alternating gaze,POINT,724.805,724.805,Amanda
Parker,interacting with tupperware,STATE,728.173,733.342,Amanda
Parker,interacting with tupperware,STATE,738.043,738.643,Amanda
Parker,interacting with tupperware,STATE,739.41,740.012,Amanda
Parker,interacting with tupperware,STATE,742.112,743.012,Amanda
Parker,alternating gaze,POINT,746.513,746.513,Amanda
Parker,interacting with tupperware,STATE,749.748,751.583,Amanda
Parker,interacting with tupperware,STATE,752.75,753.95,Amanda
Parker,interacting with tupperware,STATE,754.283,754.75,Amanda
Parker,interacting with tupperware,STATE,755.452,756.685,Amanda
Parker,looking at owner,POINT,763.855,763.855,Amanda
Parker,looking at owner,POINT,793,793,Amanda
Parker,interacting with tupperware,STATE,817.843,819.612,Amanda
Parker,interacting with tupperware,STATE,820.045,820.545,Amanda
Parker,alternating gaze,POINT,821.378,821.378,Amanda
Parker,looking at owner,POINT,828.082,828.082,Amanda
Parker,looking at owner,POINT,838.052,838.052,Amanda
Parker,soundboard press,POINT,860.595,860.595,Amanda
Parker,looking at owner,POINT,863.163,863.163,Amanda
Parker,alternating gaze,POINT,870.265,870.265,Amanda
Parker,soundboard press,POINT,888.107,888.107,Amanda
Parker,soundboard press,POINT,888.907,888.907,Amanda
Parker,soundboard press,POINT,890.273,890.273,Amanda
Parker,soundboard press,POINT,891.642,891.642,Amanda
Parker,looking at owner,POINT,893.075,893.075,Amanda
Parker,End,POINT,901.812,901.812,Amanda
Parker,Start,POINT,952.967,952.967,Amanda
Parker,interacting with tupperware,STATE,954.402,954.835,Amanda
Parker,interacting with tupperware,STATE,956.335,958.003,Amanda
Parker,alternating gaze,POINT,959.237,959.237,Amanda
Parker,interacting with tupperware,STATE,966.373,966.94,Amanda
Parker,interacting with tupperware,STATE,967.307,967.707,Amanda
Parker,interacting with tupperware,STATE,969.573,970.908,Amanda
Parker,alternating gaze,POINT,976.043,976.043,Amanda
Parker,interacting with tupperware,STATE,988.615,989.348,Amanda
Parker,alternating gaze,POINT,998.053,998.053,Amanda
Parker,looking at owner,POINT,1050.775,1050.775,Amanda
Parker,alternating gaze,POINT,1056.71,1056.71,Amanda
Parker,alternating gaze,POINT,1067.848,1067.848,Amanda
Parker,End,POINT,1132.977,1132.977,Amanda
Parker,Start,POINT,1222.58,1222.58,Amanda
Parker,interacting with tupperware,STATE,1224.215,1226.315,Amanda
Parker,interacting with tupperware,STATE,1233.018,1233.818,Amanda
Parker,interacting with tupperware,STATE,1234.352,1235.018,Amanda
Parker,alternating gaze,POINT,1237.853,1237.853,Amanda
Parker,looking at owner,POINT,1243.757,1243.757,Amanda
Parker,alternating gaze,POINT,1250.758,1250.758,Amanda
Parker,looking at owner,POINT,1256.262,1256.262,Amanda
Parker,looking at owner,POINT,1281.938,1281.938,Amanda
Parker,looking at owner,POINT,1288.808,1288.808,Amanda
Parker,looking at owner,POINT,1295.312,1295.312,Amanda
Parker,alternating gaze,POINT,1296.578,1296.578,Amanda
Parker,nudging/scratching/paw owner,POINT,1297.578,1297.578,Amanda
Parker,soundboard press,POINT,1304.582,1304.582,Amanda
Parker,soundboard press,POINT,1305.415,1305.415,Amanda
Parker,soundboard press,POINT,1307.383,1307.383,Amanda
Parker,looking at owner,POINT,1311.085,1311.085,Amanda
Parker,alternating gaze,POINT,1316.52,1316.52,Amanda
Parker,looking at owner,POINT,1323.923,1323.923,Amanda
Parker,alternating gaze,POINT,1327.425,1327.425,Amanda
Parker,looking at owner,POINT,1347.367,1347.367,Amanda
Parker,looking at owner,POINT,1351.235,1351.235,Amanda
Parker,alternating gaze,POINT,1351.735,1351.735,Amanda
Parker,End,POINT,1402.59,1402.59,Amanda
Parker,Start,POINT,1448.475,1448.475,Amanda
Parker,looking at owner,POINT,1448.475,1448.475,Amanda
Parker,alternating gaze,POINT,1452.043,1452.043,Amanda
Parker,interacting with tupperware,STATE,1455.178,1456.645,Amanda
Parker,interacting with tupperware,STATE,1457.045,1458.347,Amanda
Parker,looking at owner,POINT,1468.817,1468.817,Amanda
Parker,alternating gaze,POINT,1472.585,1472.585,Amanda
Parker,alternating gaze,POINT,1514.903,1514.903,Amanda
Parker,End,POINT,1628.485,1628.485,Amanda
Parker,Start,POINT,1660.198,1660.198,Amanda
Parker,looking at owner,POINT,1660.198,1660.198,Amanda
Parker,alternating gaze,POINT,1664.167,1664.167,Amanda
Parker,interacting with tupperware,STATE,1668.302,1670.535,Amanda
Parker,interacting with tupperware,STATE,1671.57,1672.603,Amanda
Parker,looking at owner,POINT,1685.975,1685.975,Amanda
Parker,alternating gaze,POINT,1686.208,1686.208,Amanda
Parker,End,POINT,1840.207,1840.207,Amanda
Parker,Start,POINT,1875.955,1875.955,Amanda
Parker,looking at owner,POINT,1875.955,1875.955,Amanda
Parker,alternating gaze,POINT,1878.457,1878.457,Amanda
Parker,interacting with tupperware,STATE,1883.825,1884.225,Amanda
Parker,interacting with tupperware,STATE,1892.228,1893.863,Amanda
Parker,alternating gaze,POINT,1901.9,1901.9,Amanda
Parker,End,POINT,2055.963,2055.963,Amanda
Parker,Start,POINT,2102.95,2102.95,Amanda
Parker,interacting with tupperware,STATE,2105.452,2106.385,Amanda
Parker,interacting with tupperware,STATE,2107.285,2109.22,Amanda
Parker,alternating gaze,POINT,2115.355,2115.355,Amanda
Parker,interacting with tupperware,STATE,2119.825,2123.092,Amanda
Parker,interacting with tupperware,STATE,2124.127,2126.26,Amanda
Parker,interacting with tupperware,STATE,2131.63,2139.265,Amanda
Parker,interacting with tupperware,STATE,2139.733,2140.7,Amanda
Parker,interacting with tupperware,STATE,2144.668,2144.735,Amanda
Parker,interacting with tupperware,STATE,2145.902,2146.368,Amanda
Parker,looking at owner,POINT,2153.272,2153.272,Amanda
Parker,looking at owner,POINT,2210.162,2210.162,Amanda
Parker,looking at owner,POINT,2220.433,2220.433,Amanda
Parker,looking at owner,POINT,2229.103,2229.103,Amanda
Parker,alternating gaze,POINT,2280.292,2280.292,Amanda
Parker,End,POINT,2282.96,2282.96,Amanda
Parker,Start,POINT,2320.442,2320.442,Amanda
Parker,looking at owner,POINT,2320.442,2320.442,Amanda
Parker,alternating gaze,POINT,2322.61,2322.61,Amanda
Parker,interacting with tupperware,STATE,2327.145,2327.245,Amanda
Parker,interacting with tupperware,STATE,2333.915,2334.315,Amanda
Parker,interacting with tupperware,STATE,2335.448,2337.148,Amanda
Parker,interacting with tupperware,STATE,2338.917,2339.117,Amanda
Parker,interacting with tupperware,STATE,2339.517,2339.883,Amanda
Parker,looking at owner,POINT,2345.052,2345.052,Amanda
Parker,looking at owner,POINT,2349.287,2349.287,Amanda
Parker,nudging/scratching/paw owner,POINT,2350.622,2350.622,Amanda
Parker,looking at owner,POINT,2352.155,2352.155,Amanda
Parker,looking at owner,POINT,2358.158,2358.158,Amanda
Parker,looking at owner,POINT,2359.792,2359.792,Amanda
Parker,alternating gaze,POINT,2361.493,2361.493,Amanda
Parker,interacting with tupperware,STATE,2364.96,2365.293,Amanda
Parker,interacting with tupperware,STATE,2365.528,2365.995,Amanda
Parker,soundboard press,POINT,2371.83,2371.83,Amanda
Parker,soundboard press,POINT,2373.097,2373.097,Amanda
Parker,soundboard press,POINT,2374.098,2374.098,Amanda
Parker,soundboard press,POINT,2374.998,2374.998,Amanda
Parker,looking at owner,POINT,2377.667,2377.667,Amanda
Parker,alternating gaze,POINT,2386.87,2386.87,Amanda
Parker,soundboard press,POINT,2388.337,2388.337,Amanda
Parker,soundboard press,POINT,2389.472,2389.472,Amanda
Parker,soundboard press,POINT,2389.972,2389.972,Amanda
Parker,soundboard press,POINT,2391.072,2391.072,Amanda
Parker,soundboard press,POINT,2391.472,2391.472,Amanda
Parker,soundboard press,POINT,2398.442,2398.442,Amanda
Parker,soundboard press,POINT,2398.775,2398.775,Amanda
Parker,soundboard press,POINT,2399.642,2399.642,Amanda
Parker,soundboard press,POINT,2400.075,2400.075,Amanda
Parker,soundboard press,POINT,2402.077,2402.077,Amanda
Parker,soundboard press,POINT,2404.443,2404.443,Amanda
Parker,soundboard press,POINT,2405.345,2405.345,Amanda
Parker,alternating gaze,POINT,2408.178,2408.178,Amanda
Parker,soundboard press,POINT,2416.448,2416.448,Amanda
Parker,soundboard press,POINT,2417.283,2417.283,Amanda
Parker,soundboard press,POINT,2418.283,2418.283,Amanda
Parker,looking at owner,POINT,2420.85,2420.85,Amanda
Parker,soundboard press,POINT,2422.352,2422.352,Amanda
Parker,soundboard press,POINT,2423.052,2423.052,Amanda
Parker,soundboard press,POINT,2425.82,2425.82,Amanda
Parker,soundboard press,POINT,2427.653,2427.653,Amanda
Parker,soundboard press,POINT,2428.153,2428.153,Amanda
Parker,alternating gaze,POINT,2429.488,2429.488,Amanda
Parker,looking at owner,POINT,2434.857,2434.857,Amanda
Parker,alternating gaze,POINT,2435.357,2435.357,Amanda
Parker,looking at owner,POINT,2445.295,2445.295,Amanda
Parker,alternating gaze,POINT,2445.695,2445.695,Amanda
Parker,looking at owner,POINT,2457.433,2457.433,Amanda
Parker,looking at owner,POINT,2478.475,2478.475,Amanda
Parker,soundboard press,POINT,2483.743,2483.743,Amanda
Parker,soundboard press,POINT,2484.878,2484.878,Amanda
Parker,looking at owner,POINT,2485.512,2485.512,Amanda
Parker,alternating gaze,POINT,2491.613,2491.613,Amanda
Parker,soundboard press,POINT,2493.482,2493.482,Amanda
Parker,soundboard press,POINT,2495.048,2495.048,Amanda
Parker,soundboard press,POINT,2495.615,2495.615,Amanda
Parker,soundboard press,POINT,2496.383,2496.383,Amanda
Parker,alternating gaze,POINT,2497.617,2497.617,Amanda
Parker,End,POINT,2500.452,2500.452,Amanda
Ender,Start,POINT,22.761,22.761,Amanda
Ender,interacting with tupperware,STATE,22.762,24.827,Amanda
Ender,interacting with tupperware,STATE,25.294,29.926,Amanda
Ender,interacting with tupperware,STATE,30.692,30.859,Amanda
Ender,interacting with tupperware,STATE,33.558,35.791,Amanda
Ender,looking at owner,POINT,37.757,37.757,Amanda
Ender,looking at owner,POINT,38.957,38.957,Amanda
Ender,looking at owner,POINT,43.822,43.822,Amanda
Ender,looking at owner,POINT,48.654,48.654,Amanda
Ender,looking at owner,POINT,68.149,68.149,Amanda
Ender,looking at owner,POINT,69.182,69.182,Amanda
Ender,looking at owner,POINT,78.113,78.113,Amanda
Ender,alternating gaze,POINT,89.777,89.777,Amanda
Ender,looking at owner,POINT,117.303,117.303,Amanda
Ender,looking at owner,POINT,129.534,129.534,Amanda
Ender,looking at owner,POINT,135.132,135.132,Amanda
Ender,looking at owner,POINT,143.33,143.33,Amanda
Ender,looking at owner,POINT,163.158,163.158,Amanda
Ender,End,POINT,202.782,202.782,Amanda
Ender,Start,POINT,241.705,241.705,Amanda
Ender,interacting with tupperware,STATE,241.706,242.605,Amanda
Ender,interacting with tupperware,STATE,249.97,251.969,Amanda
Ender,interacting with tupperware,STATE,259.701,260.867,Amanda
Ender,looking at owner,POINT,270.764,270.764,Amanda
Ender,alternating gaze,POINT,272.631,272.631,Amanda
Ender,soundboard press,POINT,273.031,273.031,Amanda
Ender,looking at owner,POINT,298.057,298.057,Amanda
Ender,soundboard press,POINT,300.59,300.59,Amanda
Ender,looking at owner,POINT,301.623,301.623,Amanda
Ender,End,POINT,421.726,421.726,Amanda
Ender,Start,POINT,471.147,471.147,Amanda
Ender,interacting with tupperware,STATE,471.147,472.68,Amanda
Ender,interacting with tupperware,STATE,477.512,479.245,Amanda
Ender,interacting with tupperware,STATE,479.645,479.745,Amanda
Ender,interacting with tupperware,STATE,480.178,481.311,Amanda
Ender,interacting with tupperware,STATE,482.311,486.776,Amanda
Ender,alternating gaze,POINT,490.042,490.042,Amanda
Ender,soundboard press,POINT,518.735,518.735,Amanda
Ender,looking at owner,POINT,520.168,520.168,Amanda
Ender,looking at owner,POINT,520.834,520.834,Amanda
Ender,looking at owner,POINT,526.666,526.666,Amanda
Ender,soundboard press,POINT,533.064,533.064,Amanda
Ender,looking at owner,POINT,538.563,538.563,Amanda
Ender,looking at owner,POINT,541.429,541.429,Amanda
Ender,alternating gaze,POINT,546.294,546.294,Amanda
Ender,soundboard press,POINT,549.693,549.693,Amanda
Ender,looking at owner,POINT,550.127,550.127,Amanda
Ender,looking at owner,POINT,551.326,551.326,Amanda
Ender,looking at owner,POINT,554.592,554.592,Amanda
Ender,looking at owner,POINT,570.155,570.155,Amanda
Ender,soundboard press,POINT,579.286,579.286,Amanda
Ender,looking at owner,POINT,589.983,589.983,Amanda
Ender,looking at owner,POINT,603.213,603.213,Amanda
Ender,positioning in front of owner,POINT,604.646,604.646,Amanda
Ender,soundboard press,POINT,627.007,627.007,Amanda
Ender,looking at owner,POINT,627.174,627.174,Amanda
Ender,looking at owner,POINT,636.905,636.905,Amanda
Ender,looking at owner,POINT,641.903,641.903,Amanda
Ender,soundboard press,POINT,646.502,646.502,Amanda
Ender,looking at owner,POINT,647.069,647.069,Amanda
Ender,looking at owner,POINT,650.968,650.968,Amanda
Ender,End,POINT,651.168,651.168,Amanda
Ender,Start,POINT,691.591,691.591,Amanda
Ender,interacting with tupperware,STATE,691.591,694.757,Amanda
Ender,interacting with tupperware,STATE,698.456,700.722,Amanda
Ender,alternating gaze,POINT,708.186,708.186,Amanda
Ender,soundboard press,POINT,710.519,710.519,Amanda
Ender,looking at owner,POINT,711.052,711.052,Amanda
Ender,soundboard press,POINT,721.516,721.516,Amanda
Ender,looking at owner,POINT,721.95,721.95,Amanda
Ender,looking at owner,POINT,723.416,723.416,Amanda
Ender,looking at owner,POINT,724.616,724.616,Amanda
Ender,looking at owner,POINT,725.982,725.982,Amanda
Ender,looking at owner,POINT,735.113,735.113,Amanda
Ender,soundboard press,POINT,742.911,742.911,Amanda
Ender,alternating gaze,POINT,745.077,745.077,Amanda
Ender,looking at owner,POINT,752.075,752.075,Amanda
Ender,alternating gaze,POINT,768.571,768.571,Amanda
Ender,looking at owner,POINT,786.5,786.5,Amanda
Ender,looking at owner,POINT,810.794,810.794,Amanda
Ender,looking at owner,POINT,828.256,828.256,Amanda
Ender,alternating gaze,POINT,828.556,828.556,Amanda
Ender,soundboard press,POINT,832.322,832.322,Amanda
Ender,looking at owner,POINT,832.955,832.955,Amanda
Ender,soundboard press,POINT,840.919,840.919,Amanda
Ender,looking at owner,POINT,841.553,841.553,Amanda
Ender,looking at owner,POINT,851.683,851.683,Amanda
Ender,looking at owner,POINT,856.482,856.482,Amanda
Ender,soundboard press,POINT,856.482,856.482,Amanda
Ender,soundboard press,POINT,861.614,861.614,Amanda
Ender,looking at owner,POINT,864.247,864.247,Amanda
Ender,End,POINT,871.612,871.612,Amanda
Ender,Start,POINT,914.467,914.467,Amanda
Ender,interacting with tupperware,STATE,914.701,915.067,Amanda
Ender,interacting with tupperware,STATE,918.7,918.833,Amanda
Ender,interacting with tupperware,STATE,919.566,919.999,Amanda
Ender,interacting with tupperware,STATE,920.599,921.032,Amanda
Ender,interacting with tupperware,STATE,921.132,921.832,Amanda
Ender,interacting with tupperware,STATE,921.865,922.565,Amanda
Ender,interacting with tupperware,STATE,923.532,923.932,Amanda
Ender,interacting with tupperware,STATE,925.531,925.665,Amanda
Ender,interacting with tupperware,STATE,925.964,926.098,Amanda
Ender,interacting with tupperware,STATE,926.364,926.531,Amanda
Ender,interacting with tupperware,STATE,926.764,926.931,Amanda
Ender,interacting with tupperware,STATE,927.198,927.364,Amanda
Ender,interacting with tupperware,STATE,927.597,927.731,Amanda
Ender,interacting with tupperware,STATE,928.031,928.197,Amanda
Ender,interacting with tupperware,STATE,928.464,928.597,Amanda
Ender,interacting with tupperware,STATE,928.83,928.997,Amanda
Ender,interacting with tupperware,STATE,929.264,929.397,Amanda
Ender,interacting with tupperware,STATE,929.63,929.763,Amanda
Ender,interacting with tupperware,STATE,929.83,932.296,Amanda
Ender,interacting with tupperware,STATE,932.529,932.663,Amanda
Ender,interacting with tupperware,STATE,932.863,932.996,Amanda
Ender,interacting with tupperware,STATE,933.196,933.363,Amanda
Ender,interacting with tupperware,STATE,933.596,933.762,Amanda
Ender,interacting with tupperware,STATE,934.029,934.162,Amanda
Ender,interacting with tupperware,STATE,934.396,934.596,Amanda
Ender,interacting with tupperware,STATE,934.829,934.929,Amanda
Ender,interacting with tupperware,STATE,935.162,935.295,Amanda
Ender,interacting with tupperware,STATE,935.529,935.695,Amanda
Ender,interacting with tupperware,STATE,935.929,936.062,Amanda
Ender,interacting with tupperware,STATE,936.329,936.462,Amanda
Ender,interacting with tupperware,STATE,936.728,936.895,Amanda
Ender,interacting with tupperware,STATE,937.128,937.328,Amanda
Ender,interacting with tupperware,STATE,937.561,940.227,Amanda
Ender,interacting with tupperware,STATE,940.294,940.727,Amanda
Ender,interacting with tupperware,STATE,940.761,941.061,Amanda
Ender,interacting with tupperware,STATE,941.427,942.727,Amanda
Ender,interacting with tupperware,STATE,943.093,943.293,Amanda
Ender,interacting with tupperware,STATE,943.56,943.693,Amanda
Ender,interacting with tupperware,STATE,943.926,944.093,Amanda
Ender,interacting with tupperware,STATE,944.326,944.493,Amanda
Ender,interacting with tupperware,STATE,944.76,944.893,Amanda
Ender,interacting with tupperware,STATE,945.126,945.259,Amanda
Ender,interacting with tupperware,STATE,945.526,945.659,Amanda
Ender,interacting with tupperware,STATE,945.893,946.059,Amanda
Ender,interacting with tupperware,STATE,946.293,946.492,Amanda
Ender,interacting with tupperware,STATE,946.726,946.892,Amanda
Ender,interacting with tupperware,STATE,947.159,947.326,Amanda
Ender,interacting with tupperware,STATE,947.592,947.759,Amanda
Ender,interacting with tupperware,STATE,948.059,948.192,Amanda
Ender,interacting with tupperware,STATE,948.392,949.159,Amanda
Ender,interacting with tupperware,STATE,949.525,949.725,Amanda
Ender,interacting with tupperware,STATE,950.025,950.158,Amanda
Ender,interacting with tupperware,STATE,950.358,950.591,Amanda
Ender,interacting with tupperware,STATE,950.825,951.058,Amanda
Ender,interacting with tupperware,STATE,951.258,951.425,Amanda
Ender,interacting with tupperware,STATE,951.691,951.891,Amanda
Ender,interacting with tupperware,STATE,952.158,952.691,Amanda
Ender,interacting with tupperware,STATE,953.291,953.557,Amanda
Ender,interacting with tupperware,STATE,954.057,954.257,Amanda
Ender,interacting with tupperware,STATE,954.49,955.257,Amanda
Ender,interacting with tupperware,STATE,956.123,957.223,Amanda
Ender,interacting with tupperware,STATE,957.39,957.556,Amanda
Ender,interacting with tupperware,STATE,957.756,957.956,Amanda
Ender,interacting with tupperware,STATE,958.156,958.356,Amanda
Ender,interacting with tupperware,STATE,958.623,958.823,Amanda
Ender,interacting with tupperware,STATE,959.089,959.256,Amanda
Ender,interacting with tupperware,STATE,959.556,959.722,Amanda
Ender,interacting with tupperware,STATE,959.956,960.189,Amanda
Ender,interacting with tupperware,STATE,960.389,960.556,Amanda
Ender,interacting with tupperware,STATE,960.789,961.022,Amanda
Ender,interacting with tupperware,STATE,961.189,961.455,Amanda
Ender,interacting with tupperware,STATE,961.655,961.889,Amanda
Ender,interacting with tupperware,STATE,962.089,962.322,Amanda
Ender,interacting with tupperware,STATE,962.588,962.788,Amanda
Ender,interacting with tupperware,STATE,963.122,963.255,Amanda
Ender,interacting with tupperware,STATE,963.522,963.688,Amanda
Ender,interacting with tupperware,STATE,964.788,965.388,Amanda
Ender,interacting with tupperware,STATE,966.154,966.421,Amanda
Ender,interacting with tupperware,STATE,966.821,966.987,Amanda
Ender,interacting with tupperware,STATE,967.221,967.387,Amanda
Ender,interacting with tupperware,STATE,967.62,967.754,Amanda
Ender,interacting with tupperware,STATE,967.987,968.154,Amanda
Ender,interacting with tupperware,STATE,968.354,968.554,Amanda
Ender,interacting with tupperware,STATE,968.787,968.953,Amanda
Ender,interacting with tupperware,STATE,969.153,969.32,Amanda
Ender,alternating gaze,POINT,970.42,970.42,Amanda
Ender,interacting with tupperware,STATE,971.453,971.553,Amanda
Ender,interacting with tupperware,STATE,971.819,971.986,Amanda
Ender,interacting with tupperware,STATE,972.219,972.353,Amanda
Ender,interacting with tupperware,STATE,972.586,972.753,Amanda
Ender,interacting with tupperware,STATE,972.986,973.152,Amanda
Ender,interacting with tupperware,STATE,973.386,973.552,Amanda
Ender,interacting with tupperware,STATE,973.786,973.952,Amanda
Ender,interacting with tupperware,STATE,974.185,974.352,Amanda
Ender,interacting with tupperware,STATE,974.552,974.752,Amanda
Ender,interacting with tupperware,STATE,974.985,975.152,Amanda
Ender,interacting with tupperware,STATE,975.352,975.518,Amanda
Ender,interacting with tupperware,STATE,975.785,975.952,Amanda
Ender,interacting with tupperware,STATE,976.185,976.352,Amanda
Ender,interacting with tupperware,STATE,976.585,976.752,Amanda
Ender,interacting with tupperware,STATE,976.985,977.151,Amanda
Ender,interacting with tupperware,STATE,977.385,977.651,Amanda
Ender,interacting with tupperware,STATE,977.751,977.918,Amanda
Ender,interacting with tupperware,STATE,978.151,978.318,Amanda
Ender,interacting with tupperware,STATE,978.551,978.718,Amanda
Ender,interacting with tupperware,STATE,978.951,979.151,Amanda
Ender,interacting with tupperware,STATE,979.384,979.584,Amanda
Ender,interacting with tupperware,STATE,979.851,980.051,Amanda
Ender,interacting with tupperware,STATE,980.284,980.484,Amanda
Ender,interacting with tupperware,STATE,980.684,980.884,Amanda
Ender,interacting with tupperware,STATE,981.117,981.317,Amanda
Ender,interacting with tupperware,STATE,981.55,981.717,Amanda
Ender,interacting with tupperware,STATE,981.917,982.083,Amanda
Ender,interacting with tupperware,STATE,982.317,982.483,Amanda
Ender,interacting with tupperware,STATE,982.75,982.883,Amanda
Ender,interacting with tupperware,STATE,983.15,983.45,Amanda
Ender,interacting with tupperware,STATE,983.683,983.85,Amanda
Ender,interacting with tupperware,STATE,984.116,984.283,Amanda
Ender,interacting with tupperware,STATE,984.55,984.716,Amanda
Ender,interacting with tupperware,STATE,984.983,985.149,Amanda
Ender,interacting with tupperware,STATE,986.816,986.982,Amanda
Ender,interacting with tupperware,STATE,987.215,987.382,Amanda
Ender,interacting with tupperware,STATE,987.582,987.782,Amanda
Ender,interacting with tupperware,STATE,987.982,988.149,Amanda
Ender,interacting with tupperware,STATE,988.382,988.548,Amanda
Ender,interacting with tupperware,STATE,988.882,989.015,Amanda
Ender,interacting with tupperware,STATE,989.282,989.515,Amanda
Ender,interacting with tupperware,STATE,989.748,989.915,Amanda
Ender,interacting with tupperware,STATE,990.415,991.081,Amanda
Ender,interacting with tupperware,STATE,991.314,991.448,Amanda
Ender,interacting with tupperware,STATE,991.748,991.914,Amanda
Ender,interacting with tupperware,STATE,992.248,992.447,Amanda
Ender,interacting with tupperware,STATE,992.747,993.247,Amanda
Ender,interacting with tupperware,STATE,993.447,993.581,Amanda
Ender,interacting with tupperware,STATE,993.814,993.98,Amanda
Ender,interacting with tupperware,STATE,994.214,994.414,Amanda
Ender,interacting with tupperware,STATE,994.614,994.847,Amanda
Ender,interacting with tupperware,STATE,995.113,995.313,Amanda
Ender,interacting with tupperware,STATE,995.58,996.846,Amanda
Ender,interacting with tupperware,STATE,996.88,997.046,Amanda
Ender,interacting with tupperware,STATE,997.08,997.246,Amanda
Ender,interacting with tupperware,STATE,997.28,997.446,Amanda
Ender,interacting with tupperware,STATE,997.48,997.646,Amanda
Ender,interacting with tupperware,STATE,997.679,997.813,Amanda
Ender,interacting with tupperware,STATE,997.913,998.246,Amanda
Ender,interacting with tupperware,STATE,998.346,998.479,Amanda
Ender,interacting with tupperware,STATE,998.546,998.646,Amanda
Ender,interacting with tupperware,STATE,998.746,998.912,Amanda
Ender,interacting with tupperware,STATE,998.946,999.079,Amanda
Ender,interacting with tupperware,STATE,999.212,999.346,Amanda
Ender,interacting with tupperware,STATE,999.379,999.612,Amanda
Ender,interacting with tupperware,STATE,999.646,1000.179,Amanda
Ender,interacting with tupperware,STATE,1000.445,1000.645,Amanda
Ender,interacting with tupperware,STATE,1000.845,1001.145,Amanda
Ender,interacting with tupperware,STATE,1001.379,1001.612,Amanda
Ender,interacting with tupperware,STATE,1001.812,1001.978,Amanda
Ender,interacting with tupperware,STATE,1002.212,1002.445,Amanda
Ender,interacting with tupperware,STATE,1002.645,1002.845,Amanda
Ender,interacting with tupperware,STATE,1003.078,1003.278,Amanda
Ender,interacting with tupperware,STATE,1003.545,1004.178,Amanda
Ender,interacting with tupperware,STATE,1004.378,1005.344,Amanda
Ender,interacting with tupperware,STATE,1008.443,1008.643,Amanda
Ender,interacting with tupperware,STATE,1008.843,1009.01,Amanda
