Observation id,Behavior,Behavior type,Start (s),Stop (s),coder
Riley,interacting with tupperware,STATE,1296.857,1297.725,Amanda
Riley,interacting with tupperware,STATE,1297.858,1299.592,Amanda
Riley,interacting with tupperware,STATE,1300.025,1300.258,Amanda
Riley,interacting with tupperware,STATE,1300.692,1303.527,Amanda
Riley,interacting with tupperware,STATE,1303.96,1307.128,Amanda
Riley,interacting with tupperware,STATE,1307.328,1317.532,Amanda
Riley,interacting with tupperware,STATE,1317.798,1321.467,Amanda
Riley,interacting with tupperware,STATE,1321.6,1326.235,Amanda
Riley,interacting with tupperware,STATE,1326.602,1339.272,Amanda
Riley,interacting with tupperware,STATE,1339.673,1350.443,Amanda
Riley,interacting with tupperware,STATE,1350.843,1358.178,Amanda
Riley,interacting with tupperware,STATE,1358.48,1362.447,Amanda
Riley,interacting with tupperware,STATE,1363.515,1363.815,Amanda
Riley,interacting with tupperware,STATE,1364.148,1364.282,Amanda
Riley,interacting with tupperware,STATE,1364.582,1366.615,Amanda
Riley,interacting with tupperware,STATE,1367.015,1369.45,Amanda
Riley,interacting with tupperware,STATE,1370.383,1370.683,Amanda
Riley,interacting with tupperware,STATE,1370.917,1371.75,Amanda
Riley,interacting with tupperware,STATE,1372.552,1373.018,Amanda
Riley,interacting with tupperware,STATE,1373.418,1373.685,Amanda
Riley,interacting with tupperware,STATE,1374.018,1374.318,Amanda
Riley,interacting with tupperware,STATE,1374.552,1375.018,Amanda
Riley,interacting with tupperware,STATE,1375.285,1377.187,Amanda
Riley,interacting with tupperware,STATE,1377.387,1377.72,Amanda
Riley,interacting with tupperware,STATE,1378.053,1378.287,Amanda
Riley,interacting with tupperware,STATE,1378.62,1380.287,Amanda
Riley,interacting with tupperware,STATE,1380.687,1380.953,Amanda
Riley,interacting with tupperware,STATE,1381.187,1381.487,Amanda
Riley,interacting with tupperware,STATE,1381.82,1382.188,Amanda
Riley,interacting with tupperware,STATE,1382.455,1382.688,Amanda
Riley,interacting with tupperware,STATE,1382.988,1383.188,Amanda
Riley,interacting with tupperware,STATE,1383.522,1383.688,Amanda
Riley,interacting with tupperware,STATE,1384.088,1385.922,Amanda
Riley,interacting with tupperware,STATE,1386.255,1386.555,Amanda
Riley,interacting with tupperware,STATE,1386.79,1387.023,Amanda
Riley,interacting with tupperware,STATE,1387.323,1387.59,Amanda
Riley,interacting with tupperware,STATE,1387.823,1389.99,Amanda
Riley,interacting with tupperware,STATE,1390.29,1390.49,Amanda
Riley,interacting with tupperware,STATE,1390.757,1391.057,Amanda
Riley,interacting with tupperware,STATE,1391.257,1391.592,Amanda
Riley,interacting with tupperware,STATE,1391.825,1392.225,Amanda
Riley,interacting with tupperware,STATE,1392.558,1392.858,Amanda
Riley,interacting with tupperware,STATE,1393.125,1393.358,Amanda
Riley,interacting with tupperware,STATE,1393.625,1393.858,Amanda
Riley,interacting with tupperware,STATE,1394.192,1394.458,Amanda
Riley,interacting with tupperware,STATE,1394.825,1397.86,Amanda
Riley,interacting with tupperware,STATE,1397.993,1406.03,Amanda
Riley,End,POINT,1406.063,1406.063,Amanda
Abby,Start,POINT,31.094,31.094,Amanda
Abby,interacting with tupperware,STATE,32.76,34.193,Amanda
Abby,interacting with tupperware,STATE,38.259,39.525,Amanda
Abby,interacting with tupperware,STATE,40.637,40.925,Amanda
Abby,interacting with tupperware,STATE,41.925,43.591,Amanda
Abby,interacting with tupperware,STATE,44.391,44.791,Amanda
Abby,looking at owner,POINT,48.457,48.457,Amanda
Abby,looking at owner,POINT,49.623,49.623,Amanda
Abby,looking at owner,POINT,56.422,56.422,Amanda
Abby,interacting with tupperware,STATE,63.52,65.287,Amanda
Abby,alternating gaze,POINT,65.753,65.753,Amanda
Abby,looking at owner,POINT,72.518,72.518,Amanda
Abby,looking at owner,POINT,72.852,72.852,Amanda
Abby,looking at owner,POINT,84.116,84.116,Amanda
Abby,looking at owner,POINT,88.182,88.182,Amanda
Abby,alternating gaze,POINT,179.863,179.863,Amanda
Abby,looking at owner,POINT,184.762,184.762,Amanda
Abby,looking at owner,POINT,195.127,195.127,Amanda
Abby,looking at owner,POINT,201.259,201.259,Amanda
Abby,End,POINT,211.09,211.09,Amanda
Abby,Start,POINT,257.047,257.047,Amanda
Abby,interacting with tupperware,STATE,259.014,260.18,Amanda
Abby,interacting with tupperware,STATE,265.879,267.945,Amanda
Abby,interacting with tupperware,STATE,271.378,271.644,Amanda
Abby,interacting with tupperware,STATE,272.177,272.477,Amanda
Abby,interacting with tupperware,STATE,273.71,274.244,Amanda
Abby,interacting with tupperware,STATE,275.743,275.977,Amanda
Abby,interacting with tupperware,STATE,276.277,276.976,Amanda
Abby,interacting with tupperware,STATE,277.243,277.676,Amanda
Abby,looking at owner,POINT,283.742,283.742,Amanda
Abby,looking at owner,POINT,291.24,291.24,Amanda
Abby,looking at owner,POINT,309.17,309.17,Amanda
Abby,alternating gaze,POINT,309.936,309.936,Amanda
Abby,interacting with tupperware,STATE,312.702,313.536,Amanda
Abby,interacting with tupperware,STATE,313.769,313.936,Amanda
Abby,interacting with tupperware,STATE,314.036,314.902,Amanda
Abby,interacting with tupperware,STATE,315.402,318.101,Amanda
Abby,alternating gaze,POINT,319.101,319.101,Amanda
Abby,looking at owner,POINT,326.833,326.833,Amanda
Abby,looking at owner,POINT,329.666,329.666,Amanda
Abby,looking at owner,POINT,329.732,329.732,Amanda
Abby,soundboard press,POINT,332.665,332.665,Amanda
Abby,looking at owner,POINT,333.732,333.732,Amanda
Abby,looking at owner,POINT,338.864,338.864,Amanda
Abby,alternating gaze,POINT,341.463,341.463,Amanda
Abby,looking at owner,POINT,375.823,375.823,Amanda
Abby,looking at owner,POINT,389.52,389.52,Amanda
Abby,alternating gaze,POINT,389.72,389.72,Amanda
Abby,interacting with tupperware,STATE,390.32,390.587,Amanda
Abby,interacting with tupperware,STATE,391.22,391.553,Amanda
Abby,interacting with tupperware,STATE,391.653,392.319,Amanda
Abby,interacting with tupperware,STATE,392.953,393.419,Amanda
Abby,alternating gaze,POINT,393.786,393.786,Amanda
Abby,looking at owner,POINT,398.452,398.452,Amanda
Abby,looking at owner,POINT,398.918,398.918,Amanda
Abby,looking at owner,POINT,400.518,400.518,Amanda
Abby,looking at owner,POINT,405.517,405.517,Amanda
Abby,alternating gaze,POINT,407.416,407.416,Amanda
Abby,looking at owner,POINT,420.18,420.18,Amanda
Abby,looking at owner,POINT,430.078,430.078,Amanda
Abby,End,POINT,437.047,437.047,Amanda
Abby,Start,POINT,495.565,495.565,Amanda
Abby,interacting with tupperware,STATE,497.265,497.365,Amanda
Abby,interacting with tupperware,STATE,497.731,498.431,Amanda
Abby,interacting with tupperware,STATE,498.631,498.698,Amanda
Abby,interacting with tupperware,STATE,499.091,499.497,Amanda
Abby,interacting with tupperware,STATE,499.864,500.164,Amanda
Abby,interacting with tupperware,STATE,500.564,501.83,Amanda
Abby,interacting with tupperware,STATE,504.463,508.296,Amanda
Abby,interacting with tupperware,STATE,509.562,509.795,Amanda
Abby,interacting with tupperware,STATE,510.195,510.662,Amanda
Abby,alternating gaze,POINT,512.428,512.428,Amanda
Abby,looking at owner,POINT,514.628,514.628,Amanda
Abby,looking at owner,POINT,516.761,516.761,Amanda
Abby,looking at owner,POINT,520.56,520.56,Amanda
Abby,interacting with tupperware,STATE,530.891,531.524,Amanda
Abby,interacting with tupperware,STATE,531.891,532.157,Amanda
Abby,interacting with tupperware,STATE,532.391,532.757,Amanda
Abby,interacting with tupperware,STATE,533.157,533.524,Amanda
Abby,alternating gaze,POINT,533.524,533.524,Amanda
Abby,looking at owner,POINT,534.89,534.89,Amanda
Abby,looking at owner,POINT,537.223,537.223,Amanda
Abby,interacting with tupperware,STATE,549.754,550.054,Amanda
Abby,interacting with tupperware,STATE,550.187,550.42,Amanda
Abby,interacting with tupperware,STATE,550.454,550.854,Amanda
Abby,interacting with tupperware,STATE,551.72,552.42,Amanda
Abby,interacting with tupperware,STATE,553.153,553.72,Amanda
Abby,interacting with tupperware,STATE,553.986,554.153,Amanda
Abby,interacting with tupperware,STATE,554.619,555.186,Amanda
Abby,interacting with tupperware,STATE,555.619,555.919,Amanda
Abby,interacting with tupperware,STATE,556.552,556.652,Amanda
Abby,alternating gaze,POINT,556.986,556.986,Amanda
Abby,looking at owner,POINT,562.218,562.218,Amanda
Abby,looking at owner,POINT,617.073,617.073,Amanda
Abby,alternating gaze,POINT,618.206,618.206,Amanda
Abby,looking at owner,POINT,624.672,624.672,Amanda
Abby,looking at owner,POINT,668.263,668.263,Amanda
Abby,alternating gaze,POINT,669.063,669.063,Amanda
Abby,End,POINT,675.565,675.565,Amanda
Abby,Start,POINT,726.751,726.751,Amanda
Abby,interacting with tupperware,STATE,727.551,727.651,Amanda
Abby,interacting with tupperware,STATE,728.117,729.484,Amanda
Abby,interacting with tupperware,STATE,734.196,737.815,Amanda
Abby,interacting with tupperware,STATE,738.482,741.481,Amanda
Abby,interacting with tupperware,STATE,744.014,744.747,Amanda
Abby,interacting with tupperware,STATE,745.014,746.313,Amanda
Abby,interacting with tupperware,STATE,746.547,746.847,Amanda
Abby,interacting with tupperware,STATE,747.213,747.647,Amanda
Abby,alternating gaze,POINT,747.78,747.78,Amanda
Abby,looking at owner,POINT,750.146,750.146,Amanda
Abby,alternating gaze,POINT,752.779,752.779,Amanda
Abby,interacting with tupperware,STATE,755.745,755.945,Amanda
Abby,alternating gaze,POINT,758.944,758.944,Amanda
Abby,looking at owner,POINT,763.143,763.143,Amanda
Abby,alternating gaze,POINT,763.91,763.91,Amanda
Abby,looking at owner,POINT,772.042,772.042,Amanda
Abby,looking at owner,POINT,781.306,781.306,Amanda
Abby,looking at owner,POINT,782.339,782.339,Amanda
Abby,looking at owner,POINT,790.604,790.604,Amanda
Abby,looking at owner,POINT,805.201,805.201,Amanda
Abby,interacting with tupperware,STATE,829.23,831.863,Amanda
Abby,interacting with tupperware,STATE,832.163,832.296,Amanda
Abby,interacting with tupperware,STATE,832.462,832.796,Amanda
Abby,alternating gaze,POINT,832.796,832.796,Amanda
Abby,looking at owner,POINT,843.527,843.527,Amanda
Abby,looking at owner,POINT,848.559,848.559,Amanda
Abby,looking at owner,POINT,859.124,859.124,Amanda
Abby,looking at owner,POINT,868.655,868.655,Amanda
Abby,looking at owner,POINT,878.22,878.22,Amanda
Abby,looking at owner,POINT,896.449,896.449,Amanda
Abby,End,POINT,906.751,906.751,Amanda
Abby,Start,POINT,953.238,953.238,Amanda
Abby,interacting with tupperware,STATE,954.104,954.837,Amanda
Abby,interacting with tupperware,STATE,955.137,955.604,Amanda
Abby,interacting with tupperware,STATE,956.07,956.27,Amanda
Abby,interacting with tupperware,STATE,956.804,957.137,Amanda
Abby,interacting with tupperware,STATE,957.57,957.803,Amanda
Abby,interacting with tupperware,STATE,958.003,958.137,Amanda
Abby,interacting with tupperware,STATE,958.237,958.937,Amanda
Abby,interacting with tupperware,STATE,959.336,959.47,Amanda
Abby,interacting with tupperware,STATE,961.003,961.736,Amanda
Abby,interacting with tupperware,STATE,962.202,962.536,Amanda
Abby,interacting with tupperware,STATE,962.869,964.702,Amanda
Abby,interacting with tupperware,STATE,965.169,965.235,Amanda
Abby,interacting with tupperware,STATE,965.369,965.435,Amanda
Abby,interacting with tupperware,STATE,965.768,966.302,Amanda
Abby,interacting with tupperware,STATE,967.035,967.068,Amanda
Abby,interacting with tupperware,STATE,968.768,969.001,Amanda
Abby,interacting with tupperware,STATE,969.401,970.034,Amanda
Abby,interacting with tupperware,STATE,971.667,973.134,Amanda
Abby,interacting with tupperware,STATE,974.1,974.3,Amanda
Abby,interacting with tupperware,STATE,974.833,975.1,Amanda
Abby,interacting with tupperware,STATE,975.233,975.466,Amanda
Abby,interacting with tupperware,STATE,975.666,976.033,Amanda
Abby,interacting with tupperware,STATE,976.2,976.5,Amanda
Abby,interacting with tupperware,STATE,976.6,977.366,Amanda
Abby,interacting with tupperware,STATE,977.499,978.233,Amanda
Abby,interacting with tupperware,STATE,978.666,978.766,Amanda
Abby,interacting with tupperware,STATE,979.066,979.332,Amanda
Abby,interacting with tupperware,STATE,979.466,979.599,Amanda
Abby,interacting with tupperware,STATE,979.799,979.999,Amanda
Abby,interacting with tupperware,STATE,980.199,980.432,Amanda
Abby,interacting with tupperware,STATE,980.532,980.699,Amanda
Abby,interacting with tupperware,STATE,980.899,981.132,Amanda
Abby,interacting with tupperware,STATE,981.399,981.665,Amanda
Abby,interacting with tupperware,STATE,981.798,982.132,Amanda
Abby,interacting with tupperware,STATE,982.332,982.532,Amanda
Abby,interacting with tupperware,STATE,982.698,982.965,Amanda
Abby,interacting with tupperware,STATE,983.065,983.365,Amanda
Abby,interacting with tupperware,STATE,983.498,983.998,Amanda
Abby,interacting with tupperware,STATE,984.031,985.098,Amanda
Abby,interacting with tupperware,STATE,985.264,985.464,Amanda
Abby,interacting with tupperware,STATE,985.964,986.398,Amanda
Abby,interacting with tupperware,STATE,987.164,987.697,Amanda
Abby,interacting with tupperware,STATE,989.064,989.197,Amanda
Abby,interacting with tupperware,STATE,989.264,989.464,Amanda
Abby,interacting with tupperware,STATE,989.597,989.63,Amanda
Abby,interacting with tupperware,STATE,989.697,989.864,Amanda
Abby,interacting with tupperware,STATE,989.997,990.197,Amanda
Abby,interacting with tupperware,STATE,990.363,990.697,Amanda
Abby,interacting with tupperware,STATE,991.963,992.863,Amanda
Abby,interacting with tupperware,STATE,993.263,993.496,Amanda
Abby,interacting with tupperware,STATE,993.663,993.863,Amanda
Abby,interacting with tupperware,STATE,994.029,994.196,Amanda
Abby,interacting with tupperware,STATE,994.329,994.529,Amanda
Abby,interacting with tupperware,STATE,994.729,994.896,Amanda
Abby,interacting with tupperware,STATE,994.996,995.129,Amanda
Abby,interacting with tupperware,STATE,995.296,995.462,Amanda
Abby,interacting with tupperware,STATE,996.829,999.095,Amanda
Abby,interacting with tupperware,STATE,999.595,999.661,Amanda
Abby,interacting with tupperware,STATE,1000.061,1001.794,Amanda
Abby,interacting with tupperware,STATE,1002.161,1002.461,Amanda
Abby,interacting with tupperware,STATE,1002.827,1003.327,Amanda
Abby,interacting with tupperware,STATE,1003.861,1004.027,Amanda
Abby,interacting with tupperware,STATE,1004.194,1004.361,Amanda
Abby,interacting with tupperware,STATE,1004.46,1005.094,Amanda
Abby,interacting with tupperware,STATE,1005.294,1005.527,Amanda
Abby,interacting with tupperware,STATE,1005.627,1006.593,Amanda
Abby,interacting with tupperware,STATE,1006.727,1006.893,Amanda
Abby,interacting with tupperware,STATE,1006.993,1007.193,Amanda
Abby,interacting with tupperware,STATE,1007.293,1007.46,Amanda
Abby,interacting with tupperware,STATE,1007.593,1007.826,Amanda
Abby,interacting with tupperware,STATE,1007.993,1008.06,Amanda
Abby,interacting with tupperware,STATE,1008.26,1008.426,Amanda
Abby,alternating gaze,POINT,1008.493,1008.493,Amanda
Abby,looking at owner,POINT,1010.059,1010.059,Amanda
Abby,alternating gaze,POINT,1011.159,1011.159,Amanda
Abby,interacting with tupperware,STATE,1012.492,1015.792,Amanda
Abby,interacting with tupperware,STATE,1016.891,1017.424,Amanda
Abby,interacting with tupperware,STATE,1017.558,1017.758,Amanda
Abby,interacting with tupperware,STATE,1017.958,1018.191,Amanda
Abby,interacting with tupperware,STATE,1018.391,1018.724,Amanda
Abby,interacting with tupperware,STATE,1018.958,1019.324,Amanda
Abby,interacting with tupperware,STATE,1024.956,1025.156,Amanda
Abby,interacting with tupperware,STATE,1025.356,1025.49,Amanda
Abby,interacting with tupperware,STATE,1025.689,1025.856,Amanda
Abby,interacting with tupperware,STATE,1026.056,1026.523,Amanda
Abby,interacting with tupperware,STATE,1026.723,1026.889,Amanda
Abby,interacting with tupperware,STATE,1027.056,1027.322,Amanda
Abby,interacting with tupperware,STATE,1027.889,1028.056,Amanda
Abby,interacting with tupperware,STATE,1028.222,1028.389,Amanda
Abby,interacting with tupperware,STATE,1028.556,1028.855,Amanda
Abby,interacting with tupperware,STATE,1028.989,1029.255,Amanda
Abby,interacting with tupperware,STATE,1029.355,1029.989,Amanda
Abby,interacting with tupperware,STATE,1030.622,1030.855,Amanda
Abby,interacting with tupperware,STATE,1031.022,1031.288,Amanda
Abby,interacting with tupperware,STATE,1031.422,1031.655,Amanda
Abby,interacting with tupperware,STATE,1031.855,1032.221,Amanda
Abby,interacting with tupperware,STATE,1032.521,1032.688,Amanda
Abby,interacting with tupperware,STATE,1032.855,1033.055,Amanda
Abby,interacting with tupperware,STATE,1033.255,1033.588,Amanda
Abby,interacting with tupperware,STATE,1033.754,1033.854,Amanda
Abby,interacting with tupperware,STATE,1034.021,1034.188,Amanda
Abby,interacting with tupperware,STATE,1034.354,1034.488,Amanda
Abby,interacting with tupperware,STATE,1034.721,1034.888,Amanda
Abby,interacting with tupperware,STATE,1035.088,1035.221,Amanda
Abby,interacting with tupperware,STATE,1035.421,1035.554,Amanda
Abby,interacting with tupperware,STATE,1035.754,1036.021,Amanda
Abby,interacting with tupperware,STATE,1036.054,1036.121,Amanda
Abby,interacting with tupperware,STATE,1036.421,1036.554,Amanda
Abby,interacting with tupperware,STATE,1036.687,1036.954,Amanda
Abby,interacting with tupperware,STATE,1037.387,1037.654,Amanda
Abby,interacting with tupperware,STATE,1037.754,1041.22,Amanda
Abby,alternating gaze,POINT,1042.286,1042.286,Amanda
Abby,positioning in front of owner,POINT,1046.019,1046.019,Amanda
Abby,looking at owner,POINT,1046.585,1046.585,Amanda
Abby,alternating gaze,POINT,1056.95,1056.95,Amanda
Abby,looking at owner,POINT,1058.149,1058.149,Amanda
Abby,alternating gaze,POINT,1063.982,1063.982,Amanda
Abby,interacting with tupperware,STATE,1067.414,1067.548,Amanda
Abby,interacting with tupperware,STATE,1068.081,1068.214,Amanda
Abby,interacting with tupperware,STATE,1068.414,1068.614,Amanda
Abby,interacting with tupperware,STATE,1068.714,1068.881,Amanda
Abby,interacting with tupperware,STATE,1069.047,1069.547,Amanda
Abby,looking at owner,POINT,1070.08,1070.08,Amanda
Abby,alternating gaze,POINT,1075.746,1075.746,Amanda
Abby,looking at owner,POINT,1087.91,1087.91,Amanda
Abby,looking at owner,POINT,1105.74,1105.74,Amanda
Abby,looking at owner,POINT,1124.136,1124.136,Amanda
Abby,looking at owner,POINT,1130.368,1130.368,Amanda
Abby,End,POINT,1133.238,1133.238,Amanda
Tali,Start,POINT,104.637,104.637,Amanda
Tali,interacting with tupperware,STATE,104.703,106.672,Amanda
Tali,looking at owner,POINT,115.447,115.447,Amanda
Tali,looking at owner,POINT,122.32,122.32,Amanda
Tali,looking at owner,POINT,122.82,122.82,Amanda
Tali,looking at owner,POINT,126.757,126.757,Amanda
Tali,looking at owner,POINT,146.142,146.142,Amanda
Tali,looking at owner,POINT,162.857,162.857,Amanda
Tali,looking at owner,POINT,166.194,166.194,Amanda
Tali,interacting with tupperware,STATE,175.069,176.904,Amanda
Tali,interacting with tupperware,STATE,177.371,177.504,Amanda
Tali,interacting with tupperware,STATE,179.139,181.474,Amanda
Tali,looking at owner,POINT,190.55,190.55,Amanda
Tali,nudging/scratching/paw owner,POINT,193.652,193.652,Amanda
Tali,interacting with tupperware,STATE,197.823,198.19,Amanda
Tali,interacting with tupperware,STATE,199.158,200.158,Amanda
Tali,soundboard press,POINT,271.057,271.057,Amanda
Tali,alternating gaze,POINT,273.693,273.693,Amanda
Tali,looking at owner,POINT,278.631,278.631,Amanda
Tali,End,POINT,284.637,284.637,Amanda
Tali,Start,POINT,353.767,353.767,Amanda
Tali,interacting with tupperware,STATE,353.801,355.903,Amanda
Tali,looking at owner,POINT,358.939,358.939,Amanda
Tali,looking at owner,POINT,366.779,366.779,Amanda
Tali,interacting with tupperware,STATE,437.145,438.079,Amanda
Tali,looking at owner,POINT,442.316,442.316,Amanda
Tali,looking at owner,POINT,444.618,444.618,Amanda
Tali,nudging/scratching/paw owner,POINT,450.757,450.757,Amanda
Tali,looking at owner,POINT,453.193,453.193,Amanda
Tali,looking at owner,POINT,481.853,481.853,Amanda
Tali,looking at owner,POINT,484.455,484.455,Amanda
Tali,looking at owner,POINT,489.293,489.293,Amanda
Tali,looking at owner,POINT,493.497,493.497,Amanda
Tali,looking at owner,POINT,516.518,516.518,Amanda
Tali,looking at owner,POINT,522.524,522.524,Amanda
Tali,looking at owner,POINT,530.998,530.998,Amanda
Tali,End,POINT,533.767,533.767,Amanda
Tali,Start,POINT,569.467,569.467,Amanda
Tali,interacting with tupperware,STATE,570.134,571.502,Amanda
Tali,looking at owner,POINT,573.771,573.771,Amanda
Tali,interacting with tupperware,STATE,690.179,691.18,Amanda
Tali,looking at owner,POINT,695.25,695.25,Amanda
Tali,looking at owner,POINT,697.853,697.853,Amanda
Tali,interacting with tupperware,STATE,704.159,708.362,Amanda
Tali,interacting with tupperware,STATE,708.429,708.93,Amanda
Tali,interacting with tupperware,STATE,709.03,709.197,Amanda
Tali,interacting with tupperware,STATE,709.597,709.664,Amanda
Tali,interacting with tupperware,STATE,711.432,712.399,Amanda
Tali,looking at owner,POINT,721.708,721.708,Amanda
Tali,looking at owner,POINT,731.951,731.951,Amanda
Tali,End,POINT,749.467,749.467,Amanda
Tali,Start,POINT,827.239,827.239,Amanda
Tali,interacting with tupperware,STATE,828.107,828.273,Amanda
Tali,interacting with tupperware,STATE,828.474,829.074,Amanda
Tali,interacting with tupperware,STATE,829.608,830.943,Amanda
Tali,interacting with tupperware,STATE,849.326,850.227,Amanda
Tali,alternating gaze,POINT,852.296,852.296,Amanda
Tali,looking at owner,POINT,855.966,855.966,Amanda
Tali,interacting with tupperware,STATE,860.036,860.904,Amanda
Tali,interacting with tupperware,STATE,861.538,862.372,Amanda
Tali,looking at owner,POINT,865.241,865.241,Amanda
Tali,looking at owner,POINT,871.313,871.313,Amanda
Tali,looking at owner,POINT,876.451,876.451,Amanda
Tali,looking at owner,POINT,885.927,885.927,Amanda
Tali,alternating gaze,POINT,891.399,891.399,Amanda
Tali,looking at owner,POINT,905.311,905.311,Amanda
Tali,looking at owner,POINT,910.116,910.116,Amanda
Tali,looking at owner,POINT,924.362,924.362,Amanda
Tali,looking at owner,POINT,935.806,935.806,Amanda
Tali,looking at owner,POINT,938.943,938.943,Amanda
Tali,looking at owner,POINT,955.691,955.691,Amanda
Tali,End,POINT,1007.239,1007.239,Amanda
Tali,Start,POINT,1069.363,1069.363,Amanda
Tali,interacting with tupperware,STATE,1070.731,1070.898,Amanda
Tali,alternating gaze,POINT,1071.599,1071.599,Amanda
Tali,interacting with tupperware,STATE,1074.068,1074.235,Amanda
Tali,interacting with tupperware,STATE,1074.602,1075.035,Amanda
Tali,interacting with tupperware,STATE,1075.903,1076.37,Amanda
Tali,interacting with tupperware,STATE,1077.071,1077.504,Amanda
Tali,interacting with tupperware,STATE,1077.805,1078.138,Amanda
Tali,interacting with tupperware,STATE,1078.272,1078.672,Amanda
Tali,interacting with tupperware,STATE,1078.906,1080.073,Amanda
Tali,interacting with tupperware,STATE,1080.44,1081.008,Amanda
Tali,interacting with tupperware,STATE,1081.241,1081.775,Amanda
Tali,interacting with tupperware,STATE,1083.543,1083.944,Amanda
Tali,interacting with tupperware,STATE,1084.444,1084.778,Amanda
Tali,interacting with tupperware,STATE,1085.211,1085.612,Amanda
Tali,interacting with tupperware,STATE,1085.812,1086.479,Amanda
Tali,interacting with tupperware,STATE,1086.746,1087.113,Amanda
Tali,interacting with tupperware,STATE,1087.213,1087.38,Amanda
Tali,interacting with tupperware,STATE,1087.48,1088.114,Amanda
Tali,interacting with tupperware,STATE,1088.147,1088.381,Amanda
Tali,interacting with tupperware,STATE,1088.681,1089.148,Amanda
Tali,alternating gaze,POINT,1089.682,1089.682,Amanda
Tali,interacting with tupperware,STATE,1092.652,1093.219,Amanda
Tali,interacting with tupperware,STATE,1093.286,1094.353,Amanda
Tali,interacting with tupperware,STATE,1094.62,1094.987,Amanda
Tali,interacting with tupperware,STATE,1095.087,1096.956,Amanda
Tali,interacting with tupperware,STATE,1097.256,1097.623,Amanda
Tali,interacting with tupperware,STATE,1097.823,1098.09,Amanda
Tali,interacting with tupperware,STATE,1098.424,1098.791,Amanda
Tali,interacting with tupperware,STATE,1098.891,1099.091,Amanda
Tali,interacting with tupperware,STATE,1099.425,1099.491,Amanda
Tali,interacting with tupperware,STATE,1101.46,1102.361,Amanda
Tali,interacting with tupperware,STATE,1102.928,1107.999,Amanda
Tali,interacting with tupperware,STATE,1108.266,1108.366,Amanda
Tali,interacting with tupperware,STATE,1108.5,1108.933,Amanda
Tali,interacting with tupperware,STATE,1109.267,1109.634,Amanda
Tali,interacting with tupperware,STATE,1109.834,1110.201,Amanda
Tali,interacting with tupperware,STATE,1110.301,1110.835,Amanda
Tali,interacting with tupperware,STATE,1111.736,1111.97,Amanda
Tali,interacting with tupperware,STATE,1112.236,1112.47,Amanda
Tali,interacting with tupperware,STATE,1112.804,1113.004,Amanda
Tali,interacting with tupperware,STATE,1113.304,1113.738,Amanda
Tali,interacting with tupperware,STATE,1113.838,1114.105,Amanda
Tali,interacting with tupperware,STATE,1114.405,1114.639,Amanda
Tali,interacting with tupperware,STATE,1114.939,1115.439,Amanda
Tali,interacting with tupperware,STATE,1115.973,1116.507,Amanda
Tali,interacting with tupperware,STATE,1116.574,1116.974,Amanda
Tali,interacting with tupperware,STATE,1117.341,1118.242,Amanda
Tali,interacting with tupperware,STATE,1118.375,1118.642,Amanda
Tali,interacting with tupperware,STATE,1118.809,1119.043,Amanda
Tali,interacting with tupperware,STATE,1119.443,1123.213,Amanda
Tali,interacting with tupperware,STATE,1123.28,1124.014,Amanda
Tali,interacting with tupperware,STATE,1124.214,1124.514,Amanda
Tali,interacting with tupperware,STATE,1125.582,1125.882,Amanda
Tali,interacting with tupperware,STATE,1126.049,1126.349,Amanda
Tali,interacting with tupperware,STATE,1126.516,1126.917,Amanda
Tali,interacting with tupperware,STATE,1127.083,1127.451,Amanda
Tali,interacting with tupperware,STATE,1127.617,1128.018,Amanda
Tali,interacting with tupperware,STATE,1128.118,1128.285,Amanda
Tali,interacting with tupperware,STATE,1128.552,1129.219,Amanda
Tali,interacting with tupperware,STATE,1129.552,1129.853,Amanda
Tali,interacting with tupperware,STATE,1133.389,1133.79,Amanda
Tali,interacting with tupperware,STATE,1134.257,1134.59,Amanda
Tali,interacting with tupperware,STATE,1134.824,1135.258,Amanda
Tali,interacting with tupperware,STATE,1135.692,1135.958,Amanda
Tali,interacting with tupperware,STATE,1136.492,1137.527,Amanda
Tali,interacting with tupperware,STATE,1137.727,1138.094,Amanda
Tali,interacting with tupperware,STATE,1138.494,1138.761,Amanda
Tali,interacting with tupperware,STATE,1138.794,1138.828,Amanda
Tali,interacting with tupperware,STATE,1138.861,1139.128,Amanda
Tali,interacting with tupperware,STATE,1139.362,1139.495,Amanda
Tali,interacting with tupperware,STATE,1139.628,1139.862,Amanda
Tali,interacting with tupperware,STATE,1139.895,1140.629,Amanda
Tali,interacting with tupperware,STATE,1140.729,1141.13,Amanda
Tali,interacting with tupperware,STATE,1141.23,1141.463,Amanda
Tali,interacting with tupperware,STATE,1141.764,1142.097,Amanda
Tali,interacting with tupperware,STATE,1142.765,1142.998,Amanda
Tali,interacting with tupperware,STATE,1143.232,1143.399,Amanda
Tali,interacting with tupperware,STATE,1143.699,1143.866,Amanda
Tali,interacting with tupperware,STATE,1144.133,1144.299,Amanda
Tali,interacting with tupperware,STATE,1144.666,1145.167,Amanda
Tali,interacting with tupperware,STATE,1146.301,1147.536,Amanda
Tali,interacting with tupperware,STATE,1148.77,1149.805,Amanda
Tali,interacting with tupperware,STATE,1153.441,1153.742,Amanda
Tali,interacting with tupperware,STATE,1153.975,1154.142,Amanda
Tali,interacting with tupperware,STATE,1154.476,1154.742,Amanda
